500,
X,Y
0.0123 , 124.6939
0.0319 , 128.9380
0.0514 , 132.9823
0.0710 , 133.9978
0.0906 , 136.9055
0.1102 , 138.2894
0.1298 , 138.2854
0.1494 , 139.1370
0.1690 , 136.6152
0.1886 , 139.6960
0.2082 , 141.1412
0.2278 , 139.1446
0.2474 , 141.5435
0.2670 , 142.3493
0.2866 , 142.0203
0.3062 , 141.7446
0.3258 , 141.3623
0.3454 , 142.7250
0.3650 , 143.8478
0.3846 , 143.6201
0.4042 , 146.2480
0.4238 , 143.7399
0.4434 , 144.6950
0.4630 , 145.7527
0.4826 , 144.1915
0.5022 , 146.7182
0.5218 , 145.5421
0.5413 , 145.9217
0.5609 , 146.3653
0.5805 , 144.8908
0.6001 , 146.7116
0.6197 , 147.0033
0.6393 , 146.1948
0.6589 , 146.8994
0.6785 , 145.8299
0.6981 , 146.3800
0.7177 , 147.1166
0.7373 , 146.2015
0.7569 , 146.8902
0.7765 , 145.7300
0.7961 , 146.1549
0.8157 , 147.5895
0.8353 , 147.4283
0.8549 , 149.0120
0.8745 , 148.0277
0.8941 , 148.3807
0.9137 , 148.7070
0.9333 , 148.7190
0.9529 , 147.1326
0.9725 , 149.9258
0.9921 , 153.0199
