600,
X,Y
0.0116 , 182.6743
0.0349 , 184.1773
0.0582 , 185.8703
0.0815 , 189.2163
0.1047 , 189.7120
0.1280 , 192.1324
0.1500 , 193.9856
0.1968 , 194.3500
0.2199 , 193.2201
0.2431 , 195.7438
0.2664 , 195.1717
0.2897 , 193.6977
0.3129 , 196.6543
0.3362 , 197.0401
0.3595 , 198.2761
0.3827 , 197.1387
0.4060 , 198.1070
0.4293 , 196.9635
0.4526 , 198.1547
0.4758 , 197.3492
0.4991 , 200.2901
0.5224 , 199.6418
0.5456 , 199.6978
0.5689 , 199.8345
0.5922 , 198.6913
0.6154 , 200.1664
0.6387 , 201.1556
0.6620 , 199.7557
0.6853 , 200.2043
0.7085 , 202.5350
0.7318 , 198.9389
0.7551 , 203.4501
0.7783 , 198.3421
0.8016 , 203.0283
0.8249 , 198.3913
0.8481 , 201.6417
0.8714 , 200.4594
0.8947 , 201.3028
0.9180 , 202.2360
0.9412 , 203.4047
0.9643 , 205.6550
0.9774 , 206.0191
