600,
X,Y
0.9954 , 547.1496
0.9003 , 528.1271
0.8018 , 513.3579
0.7010 , 497.5288
0.6002 , 478.5124
0.5006 , 455.2451
0.3998 , 427.7293
0.2990 , 395.9639
0.2005 , 361.0088
0.1008 , 316.4932
0.0905 , 310.1296
0.0802 , 303.7661
0.0699 , 297.4025
0.0596 , 291.0390
0.0504 , 283.6118
0.0389 , 276.1870
0.0298 , 266.6350
0.0206 , 251.7709
0.0103 , 231.5960
0.0069 , 219.9130
0.0046 , 210.3537
0.0034 , 202.9180
0.0011 , 191.2338
0.0011 , 169.9855
0.0000 , 156.1753
-0.0011 , 142.3651
-0.0011 , 116.8671
-0.0023 , 104.1193
-0.0011 , 94.5563
