700,
X,Y
0.0246 , 496.5503
0.0508 , 550.6148
0.0730 , 604.8164
0.1016 , 644.2969
0.1235 , 674.8913
0.1507 , 705.6922
0.1746 , 734.2020
0.1998 , 761.1685
0.2254 , 785.0530
0.2485 , 804.5171
0.2740 , 817.7121
0.3002 , 831.7416
0.3239 , 846.1744
0.3495 , 857.3820
0.3760 , 866.3109
0.3994 , 875.8262
0.4238 , 882.4556
0.4495 , 889.4999
0.4750 , 895.3134
0.5020 , 900.9310
0.5260 , 906.0261
0.5478 , 911.2221
0.5763 , 916.6446
0.5981 , 920.3314
0.6236 , 924.5772
0.6476 , 928.2352
0.6731 , 931.5013
0.6986 , 935.8124
0.7233 , 940.6759
0.7526 , 944.1735
0.7738 , 948.0255
0.7992 , 950.5334
0.8246 , 953.9717
0.8501 , 957.1071
0.8741 , 959.9812
0.8996 , 962.9207
0.9244 , 965.5573
0.9505 , 969.9187
0.9729 , 973.1707
0.9925 , 977.2358
