24%,
X,Y
0.9966 , 220.8281
0.9515 , 221.8319
0.9201 , 219.8243
0.8951 , 220.8281
0.8512 , 220.8281
0.8224 , 221.8319
0.8011 , 219.8243
0.7497 , 220.8281
0.7008 , 220.8281
0.6507 , 219.8243
0.5993 , 219.8243
0.5492 , 218.8206
0.5003 , 218.8206
0.4490 , 218.8206
0.3988 , 218.8206
0.3550 , 217.8168
0.3036 , 216.8130
0.2497 , 216.8130
0.2059 , 214.8055
0.1858 , 213.8018
0.1683 , 213.8018
0.1457 , 212.7980
0.1256 , 211.7942
0.1043 , 208.7829
0.0818 , 204.7679
0.0617 , 201.7566
0.0291 , 191.7189
0.0091 , 177.6662
