700,
X,Y
0.0105 , 335.8396
0.0306 , 373.9348
0.0619 , 403.0075
0.0832 , 417.0426
0.1032 , 428.0702
0.1232 , 438.0952
0.1469 , 447.1178
0.1682 , 454.1353
0.1932 , 460.1504
0.2120 , 465.1629
0.2532 , 474.1855
0.3108 , 484.2105
0.3683 , 491.2281
0.3970 , 495.2381
0.4508 , 498.2456
0.5020 , 501.2531
0.5495 , 504.2607
0.6008 , 506.2657
0.6508 , 508.2707
0.7020 , 510.2757
0.7520 , 511.2782
0.8021 , 514.2857
0.8208 , 515.2882
0.8521 , 518.2957
0.8783 , 521.3033
0.9008 , 523.3083
0.9258 , 526.3158
0.9508 , 531.3283
0.9733 , 540.3509
0.9846 , 547.3684
0.9896 , 555.3885
0.9921 , 559.3985
