57%,
X,Y
0.0200 , 339.0547
0.0400 , 360.6176
0.0600 , 379.6632
0.0800 , 393.2598
0.1000 , 404.3732
0.1200 , 414.1816
0.1400 , 423.3942
0.1600 , 431.4562
0.1800 , 438.0724
0.2000 , 443.5115
0.2200 , 447.7997
0.2400 , 452.9431
0.2600 , 456.4121
0.2800 , 459.4613
0.3000 , 462.1505
0.3200 , 463.2666
0.3400 , 466.0910
0.3600 , 467.7907
0.3800 , 468.2870
0.4000 , 469.7919
0.4200 , 469.8206
0.4400 , 471.0334
0.4600 , 472.6279
0.4800 , 472.8185
0.5000 , 473.1120
0.5200 , 473.7826
0.5400 , 475.3979
0.5600 , 475.5242
0.5800 , 475.7252
0.6000 , 476.2424
0.6200 , 476.2969
0.6400 , 476.7920
0.6600 , 477.2993
0.6800 , 477.2107
0.7000 , 477.4843
0.7200 , 478.9862
0.7400 , 479.9781
0.7600 , 479.8462
0.7800 , 479.2091
0.8000 , 479.4341
0.8200 , 479.5139
0.8400 , 480.0685
0.8600 , 481.1460
0.8800 , 480.4692
0.9000 , 480.0684
0.9200 , 480.5579
0.9400 , 481.9552
0.9600 , 482.6473
0.9800 , 482.7187
