700,
X,Y
0.0077 , 336.0927
0.0601 , 400.5225
0.1039 , 427.4814
0.1250 , 435.8647
0.1456 , 443.0177
0.1671 , 450.1316
0.1885 , 456.3562
0.2100 , 462.4860
0.2306 , 467.1788
0.2529 , 470.7262
0.2731 , 475.9029
0.2977 , 481.1925
0.3165 , 482.1511
0.3388 , 487.6572
0.3615 , 488.4772
0.3817 , 489.5068
0.4028 , 491.2955
0.4247 , 496.7630
0.4466 , 495.8416
0.4658 , 497.7390
0.4906 , 499.2449
0.5091 , 499.5493
0.5337 , 501.7198
0.5535 , 500.4622
0.5750 , 505.0862
0.5969 , 503.2942
0.6161 , 505.0009
0.6409 , 505.6790
0.6593 , 505.8529
0.6840 , 508.2316
0.7038 , 506.7224
0.7253 , 511.2753
0.7467 , 509.4968
0.7664 , 510.9481
0.7912 , 511.8523
0.8111 , 512.2712
0.8324 , 513.5788
0.8541 , 514.7611
0.8755 , 516.9664
0.8970 , 518.9583
0.9185 , 521.5548
0.9399 , 526.3423
0.9614 , 533.6951
0.9839 , 546.2679
1.0023 , 557.4748
0.0831 , 416.0401
0.0318 , 372.9323
