400,
X,Y
0.9920 , 62.6921
0.9822 , 55.5086
0.9736 , 52.1407
0.9529 , 49.8932
0.9438 , 47.8719
0.9277 , 45.6251
0.9002 , 44.0499
0.8755 , 42.2507
0.8526 , 41.0503
0.8034 , 39.0978
0.7506 , 37.4440
0.7019 , 35.7160
0.6521 , 34.3619
0.6017 , 32.4840
0.5553 , 31.0557
0.4997 , 29.7007
0.4476 , 28.4959
0.4115 , 27.3683
0.3599 , 25.9391
0.3095 , 24.9590
0.2912 , 24.2830
0.2476 , 23.6780
0.2202 , 23.1501
0.1972 , 22.6978
0.1783 , 22.1713
0.1503 , 21.3442
0.1228 , 20.8164
0.0993 , 20.1395
0.0775 , 18.7897
0.0505 , 14.3717
