4.5,
X,Y
0.9949 , 1251.4286
0.9813 , 1206.8571
0.9597 , 1189.7143
0.9353 , 1177.1429
0.9109 , 1168.0000
0.8871 , 1163.4286
0.8605 , 1154.2857
0.8366 , 1148.5714
0.8128 , 1141.7143
0.7879 , 1138.2857
0.7606 , 1134.8571
0.7362 , 1131.4286
0.7119 , 1124.5714
0.6863 , 1121.1429
0.6636 , 1115.4286
0.6393 , 1110.8571
0.6137 , 1106.2857
0.5876 , 1101.7143
0.5638 , 1097.1429
0.5377 , 1092.5714
0.5128 , 1088.0000
0.4878 , 1082.2857
0.4628 , 1077.7143
0.4379 , 1073.1429
0.4135 , 1068.5714
0.3874 , 1061.7143
0.3625 , 1056.0000
0.3381 , 1051.4286
0.3125 , 1043.4286
0.2859 , 1035.4286
0.2615 , 1026.2857
0.2354 , 1013.7143
0.2082 , 1001.1429
0.1809 , 982.8571
0.1560 , 962.2857
0.1316 , 933.7143
0.1095 , 905.1429
0.0993 , 891.4286
0.0891 , 876.5714
0.0811 , 866.2857
0.0754 , 850.2857
0.0652 , 828.5714
0.0556 , 805.7143
0.0437 , 778.2857
0.0346 , 752.0000
0.0272 , 724.5714
0.0182 , 691.4286
0.0096 , 649.1429
0.0051 , 621.7143
0.0028 , 592.0000
0.0023 , 573.7143
0.0017 , 550.8571
0.0000 , 504.0000
-0.0011 , 472.0000
-0.0011 , 440.0000
-0.0006 , 406.8571
0.0006 , 370.2857
0.0000 , 312.0000
-0.0011 , 273.1429
-0.0011 , 248.0000
-0.0011 , 213.7143
-0.0011 , 187.4286
-0.0017 , 144.0000
-0.0011 , 100.5714
-0.0034 , 49.1429
-0.0028 , 1.1429
