0.76,
X,Y
0.0263 , 179.1078
0.0188 , 172.1405
0.0452 , 185.2823
0.0640 , 191.2539
0.0848 , 195.6414
0.1055 , 198.8619
0.1262 , 201.6499
0.1470 , 203.1403
0.1677 , 204.9959
0.1885 , 206.2781
0.2092 , 207.8338
0.2299 , 209.2042
0.2507 , 210.0717
0.2714 , 210.6746
0.2921 , 211.7672
0.3129 , 212.3215
0.3336 , 213.5684
0.3544 , 214.3831
0.3751 , 215.0918
0.3958 , 215.9859
0.4166 , 216.2976
0.4373 , 217.3504
0.4581 , 217.9622
0.4788 , 218.5562
0.4995 , 219.2650
0.5203 , 219.8414
0.5410 , 220.7090
0.5617 , 221.2060
0.5825 , 222.2324
0.6032 , 222.7559
0.6240 , 223.8087
0.6447 , 224.5969
0.6654 , 225.4644
0.6862 , 226.5437
0.7069 , 227.3054
0.7276 , 228.6229
0.7484 , 229.5169
0.7691 , 230.8256
0.7899 , 232.1783
0.8106 , 233.3900
0.8313 , 234.9456
0.8521 , 236.2631
0.8728 , 238.0305
0.8936 , 239.6391
0.9143 , 241.5830
0.9350 , 243.6768
0.9511 , 244.1266
0.9709 , 247.5537
0.9909 , 249.2312
