24%,
X,Y
0.0200 , 184.9505
0.0400 , 191.1627
0.0600 , 202.4147
0.0800 , 205.7096
0.1000 , 208.7550
0.1200 , 211.4294
0.1400 , 213.3417
0.1600 , 214.3337
0.1800 , 215.0882
0.2000 , 216.0891
0.2200 , 216.6540
0.2400 , 217.4460
0.2600 , 217.4507
0.2800 , 217.4515
0.3000 , 218.1530
0.3200 , 219.0084
0.3400 , 219.0139
0.3600 , 219.2427
0.3800 , 219.7966
0.4000 , 219.8327
0.4200 , 219.7974
0.4400 , 219.8139
0.4600 , 219.8230
0.4800 , 219.7921
0.5000 , 220.5795
0.5200 , 220.5870
0.5400 , 220.0743
0.5600 , 219.9599
0.5800 , 220.5798
0.6000 , 221.4010
0.6200 , 220.5791
0.6400 , 220.7379
0.6600 , 220.5519
0.6800 , 220.5802
0.7000 , 221.4008
0.7200 , 220.5810
0.7400 , 221.3574
0.7600 , 221.3617
0.7800 , 221.3621
0.8000 , 221.3601
0.8200 , 221.3616
0.8400 , 221.3607
0.8600 , 221.3617
0.8800 , 221.3597
0.9000 , 221.3623
0.9200 , 221.3619
0.9400 , 221.6405
0.9600 , 221.7113
0.9800 , 222.0973
0.0090 , 175.6587
