24%,
X,Y
0.0103 , 176.6625
0.0291 , 191.7189
0.0630 , 201.7566
0.0818 , 204.7679
0.1043 , 208.7829
0.1256 , 212.7980
0.1469 , 212.7980
0.1683 , 213.8018
0.1883 , 215.8093
0.2059 , 216.8130
0.2510 , 215.8093
0.3049 , 217.8168
0.3550 , 218.8206
0.3988 , 218.8206
0.4515 , 219.8243
0.5016 , 218.8206
0.5492 , 219.8243
0.6006 , 219.8243
0.6520 , 219.8243
0.7008 , 221.8319
0.7510 , 220.8281
0.7998 , 220.8281
0.8211 , 221.8319
0.8525 , 221.8319
0.8951 , 221.8319
0.9176 , 220.8281
0.9264 , 221.8319
0.9502 , 221.8319
0.9941 , 221.8319
